Agency,Type,Distribution,Product,Duration,Destination,Sales,Commision,Age,Claim
TST,Travel Agency,Offline,Travel Cruise Protect,72,THAILAND,30.0,10.5,34,No
JZI,Airlines,Online,Basic Plan,61,CHINA,44.0,15.4,35,No
C2B,Airlines,Online,Gold Plan,6,SINGAPORE,35.1,8.78,71,No
TST,Travel Agency,Offline,Travel Cruise Protect,64,THAILAND,30.0,10.5,69,No
JZI,Airlines,Online,Basic Plan,18,PHILIPPINES,30.0,10.5,49,No
C2B,Airlines,Online,Bronze Plan,10,SINGAPORE,27.0,6.75,29,No
JZI,Airlines,Online,Basic Plan,7,LAO PEOPLE'S DEMOCRATIC REPUBLIC,22.0,7.7,57,No
JZI,Airlines,Online,Basic Plan,18,HONG KONG,26.0,9.1,51,No
JZI,Airlines,Online,Basic Plan,19,CHINA,22.0,7.7,29,No
C2B,Airlines,Online,Bronze Plan,5,SINGAPORE,13.5,3.38,48,No
C2B,Airlines,Online,Bronze Plan,14,SINGAPORE,23.4,5.85,33,No
JZI,Airlines,Online,Value Plan,9,"TAIWAN, PROVINCE OF CHINA",45.0,15.75,75,No
C2B,Airlines,Online,Bronze Plan,4,SINGAPORE,16.2,4.05,68,No
JZI,Airlines,Online,Basic Plan,32,"TAIWAN, PROVINCE OF CHINA",26.0,9.1,20,No
C2B,Airlines,Online,Bronze Plan,3,SINGAPORE,13.5,3.38,26,No
JZI,Airlines,Online,Basic Plan,85,THAILAND,22.0,7.7,58,No
KML,Travel Agency,Online,Value Plan,18,INDONESIA,28.0,10.64,48,No
CSR,Travel Agency,Offline,Comprehensive Plan,79,MALAYSIA,29.0,9.57,66,No
C2B,Airlines,Online,Bronze Plan,13,SINGAPORE,26.5,6.63,21,No
C2B,Airlines,Online,Silver Plan,37,SINGAPORE,22.5,5.63,28,No
TST,Travel Agency,Offline,Travel Cruise Protect,22,MALAYSIA,30.0,10.5,46,No
RAB,Airlines,Online,Value Plan,6,BRUNEI DARUSSALAM,15.0,6.0,69,No
JZI,Airlines,Online,Basic Plan,5,"TAIWAN, PROVINCE OF CHINA",26.0,9.1,45,No
C2B,Airlines,Online,Gold Plan,22,SINGAPORE,37.8,9.45,13,No
JZI,Airlines,Online,Basic Plan,57,HONG KONG,26.0,9.1,36,No
JZI,Airlines,Online,Basic Plan,52,HONG KONG,26.0,9.1,59,No
JZI,Airlines,Online,Value Plan,9,"KOREA, REPUBLIC OF",45.0,15.75,44,No
C2B,Airlines,Online,Bronze Plan,18,SINGAPORE,34.5,8.63,30,Yes
JZI,Airlines,Online,Basic Plan,22,THAILAND,18.0,6.3,48,No
C2B,Airlines,Online,Bronze Plan,5,SINGAPORE,16.0,4.0,25,No
JZI,Airlines,Online,Basic Plan,7,VIET NAM,22.0,7.7,49,No
JZI,Airlines,Online,Basic Plan,20,HONG KONG,35.0,12.25,36,No
C2B,Airlines,Online,Bronze Plan,4,SINGAPORE,17.55,4.39,31,No
C2B,Airlines,Online,Bronze Plan,14,SINGAPORE,33.5,8.38,28,No
JZI,Airlines,Online,Basic Plan,6,CHINA,22.0,7.7,35,No
JZI,Airlines,Online,Basic Plan,18,MYANMAR,37.0,12.95,31,No
JZI,Airlines,Online,Basic Plan,13,VIET NAM,22.0,7.7,38,No
JZI,Airlines,Online,Basic Plan,41,AUSTRALIA,35.0,12.25,56,No
JZI,Airlines,Online,Basic Plan,11,VIET NAM,22.0,7.7,42,No
JZI,Airlines,Online,Basic Plan,7,INDONESIA,22.0,7.7,53,No
KML,Travel Agency,Online,Value Plan,14,INDONESIA,28.0,10.64,48,No
RAB,Airlines,Online,Value Plan,13,BRUNEI DARUSSALAM,23.0,9.2,35,No
JZI,Airlines,Online,Basic Plan,70,CHINA,40.0,14.0,54,No
JZI,Airlines,Online,Basic Plan,22,INDONESIA,30.0,10.5,32,No
RAB,Airlines,Online,Value Plan,29,BRUNEI DARUSSALAM,31.0,12.4,39,No
C2B,Airlines,Online,Bronze Plan,19,SINGAPORE,17.55,4.39,31,No
TST,Travel Agency,Offline,Travel Cruise Protect,52,THAILAND,30.0,10.5,31,No
C2B,Airlines,Online,Silver Plan,10,SINGAPORE,24.05,6.01,27,No
JZI,Airlines,Online,Basic Plan,96,"TAIWAN, PROVINCE OF CHINA",35.0,12.25,30,No
JZI,Airlines,Online,Basic Plan,3,VIET NAM,18.0,6.3,38,No
JZI,Airlines,Online,Basic Plan,88,NEW ZEALAND,35.0,12.25,45,No
JZI,Airlines,Online,Basic Plan,2,CHINA,22.0,7.7,55,No
C2B,Airlines,Online,Bronze Plan,22,SINGAPORE,34.5,8.63,23,No
C2B,Airlines,Online,Bronze Plan,14,SINGAPORE,38.35,9.59,72,No
C2B,Airlines,Online,Bronze Plan,20,SINGAPORE,23.0,5.75,30,Yes
KML,Travel Agency,Online,Premier Plan,32,INDONESIA,49.0,18.62,48,No
C2B,Airlines,Online,Silver Plan,5,SINGAPORE,24.5,6.13,25,No
ART,Airlines,Online,24 Protect,55,HONG KONG,22.17,7.76,48,No
JZI,Airlines,Online,Basic Plan,24,INDONESIA,22.0,7.7,67,No
C2B,Airlines,Online,Bronze Plan,54,SINGAPORE,23.0,5.75,28,No
JZI,Airlines,Online,Basic Plan,18,HONG KONG,26.0,9.1,41,No
C2B,Airlines,Online,Bronze Plan,4,SINGAPORE,13.5,3.38,23,No
KML,Travel Agency,Online,Value Plan,7,INDONESIA,33.0,12.54,48,No
CBH,Travel Agency,Offline,Comprehensive Plan,64,THAILAND,29.0,9.57,66,No
JZI,Airlines,Online,Basic Plan,10,THAILAND,22.0,7.7,48,No
JZI,Airlines,Online,Basic Plan,33,CHINA,26.0,9.1,42,No
CCR,Travel Agency,Offline,Comprehensive Plan,51,THAILAND,29.0,9.57,83,No
C2B,Airlines,Online,Gold Plan,9,SINGAPORE,63.7,15.93,36,No
C2B,Airlines,Online,Bronze Plan,27,SINGAPORE,16.0,4.0,35,No
JZI,Airlines,Online,Basic Plan,16,MALAYSIA,30.0,10.5,79,No
C2B,Airlines,Online,Silver Plan,7,SINGAPORE,29.5,7.38,25,No
KML,Travel Agency,Online,Value Plan,45,INDONESIA,33.0,12.54,48,No
C2B,Airlines,Online,Silver Plan,48,SINGAPORE,47.5,11.88,41,No
C2B,Airlines,Online,Bronze Plan,26,SINGAPORE,54.0,13.5,24,No
C2B,Airlines,Online,Bronze Plan,57,SINGAPORE,33.5,8.38,48,No
JZI,Airlines,Online,Basic Plan,4,CHINA,22.0,7.7,32,No
JZI,Airlines,Online,Basic Plan,6,CHINA,26.0,9.1,37,No
JZI,Airlines,Online,Basic Plan,5,SRI LANKA,22.0,7.7,29,No
JZI,Airlines,Online,Basic Plan,21,VIET NAM,22.0,7.7,40,No
JZI,Airlines,Online,Basic Plan,4,CHINA,22.0,7.7,40,No
JZI,Airlines,Online,Basic Plan,25,HONG KONG,35.0,12.25,48,No
LWC,Travel Agency,Online,Single Trip Travel Protect Gold,5,THAILAND,25.0,16.25,35,No
JZI,Airlines,Online,Value Plan,17,JAPAN,45.0,15.75,53,No
ART,Airlines,Online,24 Protect,18,UNITED ARAB EMIRATES,4.89,1.71,48,No
JZI,Airlines,Online,Basic Plan,8,HONG KONG,26.0,9.1,38,No
JZI,Airlines,Online,Basic Plan,2,INDIA,22.0,7.7,27,No
JZI,Airlines,Online,Basic Plan,21,"TAIWAN, PROVINCE OF CHINA",26.0,9.1,46,No
C2B,Airlines,Online,Bronze Plan,5,SINGAPORE,19.2,4.8,18,No
LWC,Travel Agency,Online,Single Trip Travel Protect Platinum,2,INDONESIA,26.5,17.23,29,No
C2B,Airlines,Online,Bronze Plan,20,SINGAPORE,20.0,5.0,28,No
C2B,Airlines,Online,Bronze Plan,2,SINGAPORE,17.5,4.38,30,No
C2B,Airlines,Online,Bronze Plan,4,SINGAPORE,16.0,4.0,34,No
JZI,Airlines,Online,Basic Plan,8,CHINA,26.0,9.1,45,No
C2B,Airlines,Online,Bronze Plan,11,SINGAPORE,23.5,5.88,23,No
TST,Travel Agency,Offline,Travel Cruise Protect,81,MALAYSIA,30.0,10.5,47,No
JZI,Airlines,Online,Basic Plan,8,MALAYSIA,18.0,6.3,68,No
JZI,Airlines,Online,Basic Plan,17,MALAYSIA,22.0,7.7,43,No
JZI,Airlines,Online,Basic Plan,9,INDONESIA,22.0,7.7,30,No
C2B,Airlines,Online,Silver Plan,6,SINGAPORE,18.5,4.63,26,No
JZI,Airlines,Online,Basic Plan,10,INDONESIA,0.0,6.3,62,No
JZI,Airlines,Online,Basic Plan,4,VIET NAM,22.0,7.7,30,No
C2B,Airlines,Online,Bronze Plan,5,SINGAPORE,16.0,4.0,26,Yes
JZI,Airlines,Online,Basic Plan,27,HONG KONG,22.0,7.7,79,No
JZI,Airlines,Online,Basic Plan,57,CAMBODIA,33.0,11.55,47,No
JZI,Airlines,Online,Basic Plan,2,MALAYSIA,18.0,6.3,56,No
JZI,Airlines,Online,Basic Plan,11,CHINA,26.0,9.1,51,No
C2B,Airlines,Online,Silver Plan,3,SINGAPORE,15.0,3.75,27,No
JZI,Airlines,Online,Basic Plan,40,THAILAND,22.0,7.7,48,No
JZI,Airlines,Online,Basic Plan,7,HONG KONG,26.0,9.1,40,No
C2B,Airlines,Online,Bronze Plan,16,SINGAPORE,47.0,11.75,22,Yes
JZI,Airlines,Online,Basic Plan,7,HONG KONG,26.0,9.1,44,No
CSR,Travel Agency,Offline,Comprehensive Plan,82,MALAYSIA,29.0,9.57,67,No
JZI,Airlines,Online,Basic Plan,15,"TAIWAN, PROVINCE OF CHINA",26.0,9.1,56,No
JZI,Airlines,Online,Value Plan,31,CHINA,45.0,15.75,67,No
JZI,Airlines,Online,Basic Plan,5,THAILAND,18.0,6.3,29,No
C2B,Airlines,Online,Bronze Plan,11,SINGAPORE,17.0,4.25,27,No
C2B,Airlines,Online,Bronze Plan,9,SINGAPORE,35.25,8.81,28,No
C2B,Airlines,Online,Bronze Plan,7,SINGAPORE,30.55,7.64,34,No
LWC,Travel Agency,Online,Single Trip Travel Protect Platinum,26,PHILIPPINES,31.0,20.15,46,No
C2B,Airlines,Online,Bronze Plan,12,SINGAPORE,17.0,4.25,27,No
RAB,Airlines,Online,Value Plan,9,BRUNEI DARUSSALAM,15.0,6.0,23,No
JZI,Airlines,Online,Basic Plan,40,PHILIPPINES,22.0,7.7,37,No
C2B,Airlines,Online,Bronze Plan,9,SINGAPORE,17.0,4.25,51,No
JZI,Airlines,Online,Basic Plan,3,INDIA,22.0,7.7,42,No
JZI,Airlines,Online,Basic Plan,6,VIET NAM,18.0,6.3,31,No
JZI,Airlines,Online,Basic Plan,5,MYANMAR,18.0,6.3,28,No
JZI,Airlines,Online,Basic Plan,20,THAILAND,22.0,7.7,49,No
JZI,Airlines,Online,Basic Plan,29,HONG KONG,26.0,9.1,44,No
C2B,Airlines,Online,Bronze Plan,13,SINGAPORE,47.0,11.75,34,No
C2B,Airlines,Online,Bronze Plan,13,SINGAPORE,17.0,4.25,35,No
C2B,Airlines,Online,Bronze Plan,7,SINGAPORE,18.0,4.5,63,No
C2B,Airlines,Online,Bronze Plan,58,SINGAPORE,27.0,6.75,30,No
JZI,Airlines,Online,Value Plan,61,AUSTRALIA,58.0,20.3,23,No
JZI,Airlines,Online,Basic Plan,6,MALAYSIA,18.0,6.3,41,No
C2B,Airlines,Online,Silver Plan,53,SINGAPORE,63.5,15.88,36,Yes
C2B,Airlines,Online,Bronze Plan,7,SINGAPORE,16.0,4.0,28,No
C2B,Airlines,Online,Bronze Plan,6,SINGAPORE,23.5,5.88,39,Yes
JZI,Airlines,Online,Basic Plan,62,JAPAN,35.0,12.25,26,No
C2B,Airlines,Online,Gold Plan,5,SINGAPORE,59.5,14.88,38,No
C2B,Airlines,Online,Silver Plan,12,SINGAPORE,42.0,10.5,23,No
C2B,Airlines,Online,Silver Plan,11,SINGAPORE,39.0,9.75,31,No
JZI,Airlines,Online,Basic Plan,24,MALAYSIA,22.0,7.7,52,No
KML,Travel Agency,Online,Premier Plan,13,INDONESIA,49.0,18.62,48,No
C2B,Airlines,Online,Bronze Plan,34,SINGAPORE,32.9,8.22,33,No
JZI,Airlines,Online,Basic Plan,3,THAILAND,18.0,6.3,56,No
ART,Airlines,Online,24 Protect,11,PHILIPPINES,1.55,0.54,48,No
JZI,Airlines,Online,Basic Plan,16,CHINA,35.0,12.25,36,No
RAB,Airlines,Online,Value Plan,6,BRUNEI DARUSSALAM,15.0,6.0,29,No
C2B,Airlines,Online,Bronze Plan,11,SINGAPORE,23.0,5.75,36,No
JZI,Airlines,Online,Basic Plan,52,"TAIWAN, PROVINCE OF CHINA",35.0,12.25,46,No
C2B,Airlines,Online,Silver Plan,18,SINGAPORE,55.8,13.95,39,No
JZI,Airlines,Online,Basic Plan,18,CHINA,40.0,14.0,19,No
C2B,Airlines,Online,Bronze Plan,9,SINGAPORE,27.0,6.75,29,No
C2B,Airlines,Online,Bronze Plan,7,SINGAPORE,18.0,4.5,39,No
C2B,Airlines,Online,Silver Plan,10,SINGAPORE,30.0,7.5,32,No
JZI,Airlines,Online,Value Plan,8,CHINA,36.0,12.6,64,No
JZI,Airlines,Online,Basic Plan,15,CHINA,35.0,12.25,45,No
RAB,Airlines,Online,Value Plan,3,BRUNEI DARUSSALAM,15.0,6.0,36,No
JZI,Airlines,Online,Basic Plan,10,VIET NAM,22.0,7.7,55,No
JZI,Airlines,Online,Basic Plan,66,MALAYSIA,22.0,7.7,51,No
RAB,Airlines,Online,Value Plan,5,BRUNEI DARUSSALAM,15.0,6.0,36,No
TST,Travel Agency,Offline,Travel Cruise Protect,74,MALAYSIA,30.0,10.5,71,No
JZI,Airlines,Online,Value Plan,22,JAPAN,58.0,20.3,34,No
C2B,Airlines,Online,Bronze Plan,11,SINGAPORE,25.5,6.38,21,No
C2B,Airlines,Online,Bronze Plan,4,SINGAPORE,13.5,3.38,37,No
JZI,Airlines,Online,Basic Plan,12,MALAYSIA,18.0,6.3,71,No
C2B,Airlines,Online,Bronze Plan,103,SINGAPORE,29.5,7.38,28,No
C2B,Airlines,Online,Silver Plan,5,SINGAPORE,24.05,6.01,40,No
C2B,Airlines,Online,Silver Plan,80,SINGAPORE,47.5,11.88,44,No
CBH,Travel Agency,Offline,Comprehensive Plan,85,THAILAND,29.0,9.57,20,No
C2B,Airlines,Online,Bronze Plan,8,SINGAPORE,17.0,4.25,25,No
JZI,Airlines,Online,Value Plan,129,"KOREA, REPUBLIC OF",45.0,15.75,47,No
JZI,Airlines,Online,Basic Plan,6,CHINA,26.0,9.1,42,No
C2B,Airlines,Online,Bronze Plan,10,SINGAPORE,27.0,6.75,30,No
C2B,Airlines,Online,Bronze Plan,5,SINGAPORE,16.0,4.0,25,No
JZI,Airlines,Online,Basic Plan,2,MALAYSIA,18.0,6.3,31,No
JZI,Airlines,Online,Basic Plan,15,CHINA,35.0,12.25,53,No
JZI,Airlines,Online,Basic Plan,127,PHILIPPINES,47.0,16.45,42,No
JZI,Airlines,Online,Basic Plan,52,THAILAND,42.0,14.7,61,No
C2B,Airlines,Online,Bronze Plan,15,SINGAPORE,17.55,4.39,36,No
JZI,Airlines,Online,Basic Plan,15,PHILIPPINES,22.0,7.7,37,No
JZI,Airlines,Online,Basic Plan,5,VIET NAM,18.0,6.3,63,No
TST,Travel Agency,Offline,Travel Cruise Protect,8,THAILAND,30.0,10.5,31,No
JZI,Airlines,Online,Basic Plan,16,CHINA,35.0,12.25,72,No
TST,Travel Agency,Offline,Travel Cruise Protect,33,THAILAND,30.0,10.5,54,No
C2B,Airlines,Online,Bronze Plan,39,SINGAPORE,25.2,6.3,43,No
C2B,Airlines,Online,Bronze Plan,35,SINGAPORE,61.5,15.38,22,No
TST,Travel Agency,Offline,Travel Cruise Protect,7,THAILAND,30.0,10.5,54,No
C2B,Airlines,Online,Bronze Plan,10,SINGAPORE,17.0,4.25,34,No
JZI,Airlines,Online,Basic Plan,11,MYANMAR,18.0,6.3,35,No
C2B,Airlines,Online,Bronze Plan,5,SINGAPORE,0.0,7.13,31,No
C2B,Airlines,Online,Bronze Plan,11,SINGAPORE,67.0,16.75,40,No
C2B,Airlines,Online,Bronze Plan,24,SINGAPORE,33.5,8.38,69,No
C2B,Airlines,Online,Bronze Plan,30,SINGAPORE,27.0,6.75,31,No
C2B,Airlines,Online,Bronze Plan,5,SINGAPORE,16.0,4.0,29,Yes
C2B,Airlines,Online,Bronze Plan,9,SINGAPORE,18.0,4.5,49,No
C2B,Airlines,Online,Bronze Plan,43,SINGAPORE,61.1,15.28,45,No
JZI,Airlines,Online,Basic Plan,73,PHILIPPINES,0.0,11.55,47,No
C2B,Airlines,Online,Bronze Plan,41,SINGAPORE,30.55,7.64,28,No
JZI,Airlines,Online,Basic Plan,123,CAMBODIA,22.0,7.7,54,No
C2B,Airlines,Online,Bronze Plan,10,SINGAPORE,53.25,13.31,29,No
C2B,Airlines,Online,Gold Plan,8,SINGAPORE,49.0,12.25,34,No
JZI,Airlines,Online,Basic Plan,64,INDONESIA,33.0,11.55,43,No
C2B,Airlines,Online,Silver Plan,9,SINGAPORE,29.5,7.38,32,No
JZI,Airlines,Online,Value Plan,34,INDONESIA,39.0,13.65,54,No
JZI,Airlines,Online,Basic Plan,15,MALAYSIA,33.0,11.55,45,No
C2B,Airlines,Online,Bronze Plan,12,SINGAPORE,16.0,4.0,57,No
C2B,Airlines,Online,Silver Plan,23,SINGAPORE,49.5,12.38,44,No
JZI,Airlines,Online,Basic Plan,41,INDONESIA,33.0,11.55,52,No
C2B,Airlines,Online,Bronze Plan,10,SINGAPORE,29.5,7.38,45,No
JZI,Airlines,Online,Basic Plan,9,VIET NAM,18.0,6.3,32,No
C2B,Airlines,Online,Silver Plan,9,SINGAPORE,62.25,15.56,25,No
C2B,Airlines,Online,Bronze Plan,65,SINGAPORE,16.0,4.0,35,No
C2B,Airlines,Online,Bronze Plan,7,SINGAPORE,17.0,4.25,26,No
JZI,Airlines,Online,Basic Plan,19,VIET NAM,22.0,7.7,40,No
JZI,Airlines,Online,Basic Plan,4,MALAYSIA,18.0,6.3,47,No
JZI,Airlines,Online,Basic Plan,32,CHINA,35.0,12.25,29,No
C2B,Airlines,Online,Silver Plan,83,SINGAPORE,29.5,7.38,20,No
TST,Travel Agency,Offline,Travel Cruise Protect,5,MALAYSIA,30.0,10.5,65,No
C2B,Airlines,Online,Bronze Plan,17,SINGAPORE,16.0,4.0,23,No
C2B,Airlines,Online,Silver Plan,52,SINGAPORE,63.5,15.88,35,Yes
JZI,Airlines,Online,Basic Plan,20,THAILAND,22.0,7.7,59,No
JZI,Airlines,Online,Basic Plan,5,INDONESIA,18.0,6.3,28,No
C2B,Airlines,Online,Bronze Plan,6,SINGAPORE,13.5,3.38,36,No
JZI,Airlines,Online,Basic Plan,9,THAILAND,22.0,7.7,54,No
JZI,Airlines,Online,Basic Plan,78,CHINA,26.0,9.1,42,No
JZI,Airlines,Online,Value Plan,4,AUSTRALIA,45.0,15.75,40,No
RAB,Airlines,Online,Value Plan,17,BRUNEI DARUSSALAM,23.0,9.2,53,No
C2B,Airlines,Online,Bronze Plan,11,SINGAPORE,27.0,6.75,75,No
JZI,Airlines,Online,Basic Plan,5,VIET NAM,22.0,7.7,63,No
JZI,Airlines,Online,Basic Plan,17,MALAYSIA,18.0,6.3,45,No
C2B,Airlines,Online,Bronze Plan,15,SINGAPORE,29.9,7.47,26,Yes
KML,Travel Agency,Online,Premier Plan,6,INDONESIA,38.0,14.44,48,No
JZI,Airlines,Online,Basic Plan,131,MALAYSIA,33.0,11.55,36,No
JZI,Airlines,Online,Value Plan,103,HONG KONG,45.0,15.75,46,No
JZI,Airlines,Online,Basic Plan,18,INDONESIA,22.0,7.7,81,No
C2B,Airlines,Online,Bronze Plan,2,SINGAPORE,17.55,4.39,36,No
JZI,Airlines,Online,Basic Plan,56,CHINA,35.0,12.25,29,No
C2B,Airlines,Online,Silver Plan,32,SINGAPORE,55.5,13.88,44,No
JZI,Airlines,Online,Basic Plan,21,MALAYSIA,22.0,7.7,28,No
C2B,Airlines,Online,Silver Plan,20,SINGAPORE,50.0,12.5,48,No
JZI,Airlines,Online,Basic Plan,24,VIET NAM,22.0,7.7,23,No
C2B,Airlines,Online,Silver Plan,22,SINGAPORE,56.5,14.13,39,No
C2B,Airlines,Online,Silver Plan,14,SINGAPORE,54.6,13.65,39,No
JZI,Airlines,Online,Basic Plan,101,AUSTRALIA,26.0,9.1,32,No
C2B,Airlines,Online,Bronze Plan,3,SINGAPORE,14.95,3.74,22,No
JZI,Airlines,Online,Basic Plan,8,MYANMAR,22.0,7.7,57,No
JZI,Airlines,Online,Basic Plan,8,THAILAND,22.0,7.7,42,No
TST,Travel Agency,Offline,Travel Cruise Protect,38,MALAYSIA,30.0,10.5,55,No
JZI,Airlines,Online,Basic Plan,19,PHILIPPINES,22.0,7.7,58,No
C2B,Airlines,Online,Silver Plan,11,SINGAPORE,48.5,12.13,36,No
C2B,Airlines,Online,Gold Plan,11,SINGAPORE,63.7,15.93,45,No
C2B,Airlines,Online,Silver Plan,6,SINGAPORE,22.5,5.63,35,No
JZI,Airlines,Online,Basic Plan,27,CHINA,35.0,12.25,58,No
JZI,Airlines,Online,Basic Plan,7,CHINA,26.0,9.1,59,No
C2B,Airlines,Online,Silver Plan,19,SINGAPORE,0.0,18.0,44,No
JZI,Airlines,Online,Basic Plan,62,INDIA,26.0,9.1,43,No
JZI,Airlines,Online,Basic Plan,4,INDONESIA,18.0,6.3,64,No
JZI,Airlines,Online,Basic Plan,72,CHINA,26.0,9.1,48,No
JZI,Airlines,Online,Basic Plan,11,VIET NAM,22.0,7.7,41,No
C2B,Airlines,Online,Bronze Plan,9,SINGAPORE,40.0,10.0,43,No
JZI,Airlines,Online,Basic Plan,31,CHINA,44.0,15.4,75,No
TST,Travel Agency,Offline,Travel Cruise Protect,8,THAILAND,30.0,10.5,17,No
C2B,Airlines,Online,Bronze Plan,10,SINGAPORE,30.55,7.64,49,No
JZI,Airlines,Online,Basic Plan,24,THAILAND,30.0,10.5,50,No
TST,Travel Agency,Offline,Travel Cruise Protect,23,THAILAND,30.0,10.5,61,No
JZI,Airlines,Online,Basic Plan,17,THAILAND,22.0,7.7,37,No
JZI,Airlines,Online,Basic Plan,9,HONG KONG,35.0,12.25,68,No
JZI,Airlines,Online,Basic Plan,10,BANGLADESH,26.0,9.1,69,No
LWC,Travel Agency,Online,Single Trip Travel Protect Gold,5,THAILAND,25.0,16.25,82,No
C2B,Airlines,Online,Bronze Plan,8,SINGAPORE,13.5,3.38,27,No
C2B,Airlines,Online,Silver Plan,18,SINGAPORE,39.0,9.75,31,No
JZI,Airlines,Online,Basic Plan,51,THAILAND,30.0,10.5,48,No
JZI,Airlines,Online,Basic Plan,10,HONG KONG,26.0,9.1,18,No
RAB,Airlines,Online,Value Plan,24,BRUNEI DARUSSALAM,15.0,6.0,74,No
C2B,Airlines,Online,Bronze Plan,29,SINGAPORE,16.0,4.0,29,No
C2B,Airlines,Online,Gold Plan,111,SINGAPORE,59.5,14.88,37,No
JZI,Airlines,Online,Basic Plan,34,MALAYSIA,22.0,7.7,42,No
LWC,Travel Agency,Online,Single Trip Travel Protect Silver,7,SRI LANKA,26.0,16.9,28,No
JZI,Airlines,Online,Basic Plan,3,CHINA,22.0,7.7,37,No
ART,Airlines,Online,24 Protect,45,MALAYSIA,4.84,1.69,48,No
ART,Airlines,Online,Value Plan,9,CHINA,40.0,14.0,33,No
C2B,Airlines,Online,Bronze Plan,27,SINGAPORE,62.0,15.5,30,No
JZI,Airlines,Online,Basic Plan,97,PHILIPPINES,42.0,14.7,52,No
C2B,Airlines,Online,Bronze Plan,9,SINGAPORE,20.0,5.0,44,No
TST,Travel Agency,Offline,Travel Cruise Protect,29,THAILAND,30.0,10.5,43,No
C2B,Airlines,Online,Silver Plan,124,SINGAPORE,33.5,8.38,49,No
JZI,Airlines,Online,Basic Plan,32,INDIA,35.0,12.25,33,No
TST,Travel Agency,Offline,Travel Cruise Protect,13,THAILAND,30.0,10.5,70,No
JZI,Airlines,Online,Basic Plan,53,SRI LANKA,50.0,17.5,34,No
JZI,Airlines,Online,Basic Plan,3,VIET NAM,18.0,6.3,33,No
JZI,Airlines,Online,Basic Plan,7,MALAYSIA,18.0,6.3,69,No
JZI,Airlines,Online,Basic Plan,5,"TAIWAN, PROVINCE OF CHINA",22.0,7.7,34,No
JZI,Airlines,Online,Basic Plan,5,HONG KONG,22.0,7.7,55,No
JZI,Airlines,Online,Basic Plan,18,CHINA,40.0,14.0,57,No
JZI,Airlines,Online,Basic Plan,46,CHINA,0.0,14.0,53,No
JZI,Airlines,Online,Basic Plan,5,HONG KONG,22.0,7.7,67,No
C2B,Airlines,Online,Bronze Plan,7,SINGAPORE,17.55,4.39,34,No
C2B,Airlines,Online,Bronze Plan,5,SINGAPORE,21.0,5.25,37,No
JZI,Airlines,Online,Basic Plan,17,THAILAND,33.0,11.55,37,No
C2B,Airlines,Online,Silver Plan,4,SINGAPORE,45.0,11.25,63,No
JZI,Airlines,Online,Basic Plan,93,"KOREA, REPUBLIC OF",40.0,14.0,25,No
TST,Travel Agency,Offline,Travel Cruise Protect,17,MALAYSIA,30.0,10.5,58,Yes
C2B,Airlines,Online,Silver Plan,25,SINGAPORE,22.5,5.63,34,No
C2B,Airlines,Online,Bronze Plan,17,SINGAPORE,29.5,7.38,29,No
C2B,Airlines,Online,Bronze Plan,4,SINGAPORE,16.0,4.0,63,No
JZI,Airlines,Online,Value Plan,12,JAPAN,45.0,15.75,27,No
JZI,Airlines,Online,Basic Plan,13,INDONESIA,33.0,11.55,48,No
JZI,Airlines,Online,Basic Plan,38,CHINA,44.0,15.4,25,No
JZI,Airlines,Online,Basic Plan,33,INDONESIA,22.0,7.7,42,No
JZI,Airlines,Online,Basic Plan,59,MALAYSIA,22.0,7.7,78,No
JZI,Airlines,Online,Basic Plan,18,THAILAND,22.0,7.7,49,No
JZI,Airlines,Online,Basic Plan,61,PHILIPPINES,42.0,14.7,54,No
KML,Travel Agency,Online,Value Plan,27,INDONESIA,22.0,8.36,48,No
JZI,Airlines,Online,Value Plan,16,JAPAN,45.0,15.75,29,No
JZI,Airlines,Online,Basic Plan,1,CHINA,22.0,7.7,54,No
JZI,Airlines,Online,Basic Plan,24,MALAYSIA,22.0,7.7,52,No
JZI,Airlines,Online,Basic Plan,101,CHINA,26.0,9.1,70,No
C2B,Airlines,Online,Bronze Plan,6,SINGAPORE,16.0,4.0,51,No
C2B,Airlines,Online,Bronze Plan,29,SINGAPORE,18.0,4.5,35,Yes
C2B,Airlines,Online,Bronze Plan,29,SINGAPORE,16.0,4.0,31,No
JZI,Airlines,Online,Value Plan,85,JORDAN,49.0,17.15,43,No
C2B,Airlines,Online,Silver Plan,13,SINGAPORE,62.0,15.5,42,No
C2B,Airlines,Online,Bronze Plan,21,SINGAPORE,35.25,8.81,27,No
C2B,Airlines,Online,Bronze Plan,5,SINGAPORE,13.5,3.38,27,No
C2B,Airlines,Online,Silver Plan,4,SINGAPORE,22.5,5.63,61,No
JZI,Airlines,Online,Basic Plan,6,INDONESIA,18.0,6.3,61,No
C2B,Airlines,Online,Silver Plan,4,SINGAPORE,18.5,4.63,30,No
JZI,Airlines,Online,Basic Plan,19,INDONESIA,18.0,6.3,52,No
C2B,Airlines,Online,Silver Plan,77,SINGAPORE,43.55,10.89,25,No
JZI,Airlines,Online,Basic Plan,9,PHILIPPINES,30.0,10.5,37,No
JZI,Airlines,Online,Basic Plan,8,INDONESIA,18.0,6.3,25,No
C2B,Airlines,Online,Bronze Plan,8,SINGAPORE,27.0,6.75,53,No
JZI,Airlines,Online,Basic Plan,39,"TAIWAN, PROVINCE OF CHINA",22.0,7.7,28,No
